"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year","UIDA","Brand Name"
"2020","Potassium Phosphate, Dibasic","20 mmol/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6061-1)","72196-6061-1","2019-2","A1613",NA
"2021","Potassium Phosphate, Dibasic","15 mmol/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6060-1)","72196-6060-1","2019-2","A1613",NA
"2022","Potassium Phosphate, Dibasic","30 mmol/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-7016-1)","72196-7016-1","2019-2","A1613",NA
"2023","Potassium Phosphate, Dibasic","30 mmol/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-7016-1)","71285-7016-1","2019-2","A1613",NA
"2024","Potassium Phosphate, Dibasic","20 mmol/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6061-1)","71285-6061-1","2019-2","A1613",NA
"2025","Potassium Phosphate, Dibasic","3 mmol/100 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","100 Ml in 1 Bag (71285-8060-1)","71285-8060-1","2019-2","A1613",NA
"2026","Potassium Phosphate, Dibasic","15 mmol/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6060-1)","71285-6060-1","2019-2","A1613",NA
"2027","Potassium Phosphate, Dibasic","3 mmol/100 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","100 Ml in 1 Bag (72196-8060-1)","72196-8060-1","2019-2","A1613",NA
"2028","Potassium Phosphate, Dibasic; Potassium Phosphate, Monobasic","118 g/500 mL; 112 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-8074-1)","72196-8074-1","2019-2","A1614",NA
"2029","Potassium Phosphate, Dibasic; Potassium Phosphate, Monobasic","118 g/500 mL; 112 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-8074-1)","71285-8074-1","2019-2","A1614",NA
"2030","Rocuronium Bromide","10 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","5 Ml in 1 Syringe (72196-6010-1)","72196-6010-1","2019-2","A1677",NA
"2031","Rocuronium Bromide","10 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","5 Ml in 1 Syringe (71286-6010-1)","71286-6010-1","2019-2","A1677",NA
"2032","Sodium Acetate Anhydrous","1000 meq/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-8075-1)","72196-8075-1","2019-2","A1710",NA
"2033","Sodium Acetate Anhydrous","1000 meq/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-8075-1)","71285-8075-1","2019-2","A1710",NA
"2034","Sodium Bicarbonate","150 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-6072-1)","71285-6072-1","2019-2","A1711",NA
"2035","Sodium Bicarbonate","1 meq/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-8076-1)","71285-8076-1","2019-2","A1711",NA
"2036","Sodium Bicarbonate","150 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-6062-1)","71285-6062-1","2019-2","A1711",NA
"2037","Sodium Bicarbonate","150 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-6062-1)","72196-6062-1","2019-2","A1711",NA
"2038","Sodium Bicarbonate","150 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-6072-1)","72196-6072-1","2019-2","A1711",NA
"2039","Sodium Bicarbonate","1 meq/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-8076-1)","72196-8076-1","2019-2","A1711",NA
"2040","Sodium Chloride","117 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-8035-1)","72196-8035-1","2019-2","A1712",NA
"2041","Sodium Chloride","117 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-8035-1)","71285-8035-1","2019-2","A1712",NA
"2042","Sodium Chloride; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Anhydrous Dextrose; Tromethamine; Potassium Chloride; Sodium Phosphate, Monobasic, Monohydrate; Dextrose Monohydrate","18.8 meq/830 mL; 1.635 g/830 mL; 13.15 g/830 mL; 23.2 g/830 mL; 7.2 g/830 mL; 60 meq/830 mL; 1.11 g/830 mL; 49.45 g/830 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","830 Ml in 1 Bag (71285-0100-1)","71285-0100-1","2019-2","A1713",NA
"2043","Sodium Chloride; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Anhydrous Dextrose; Tromethamine; Potassium Chloride; Sodium Phosphate, Monobasic, Monohydrate; Dextrose Monohydrate","18.8 meq/830 mL; 1.635 g/830 mL; 13.15 g/830 mL; 23.2 g/830 mL; 7.2 g/830 mL; 60 meq/830 mL; 1.11 g/830 mL; 49.45 g/830 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","830 Ml in 1 Bag (72196-0100-1)","72196-0100-1","2019-2","A1713",NA
"2044","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Dextrose Monohydrate; Calcium Chloride","76.92 meq/1030.2 mL; 29.638 meq/1030.2 mL; 40 meq/1030.2 mL; 49.98 g/1030.2 mL; 3.944 meq/1030.2 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1030.2 Ml in 1 Bag (71285-0218-1)","71285-0218-1","2019-2","A1714",NA
"2045","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Dextrose Monohydrate; Calcium Chloride","76.92 meq/1030.2 mL; 29.638 meq/1030.2 mL; 40 meq/1030.2 mL; 49.98 g/1030.2 mL; 3.944 meq/1030.2 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1030.2 Ml in 1 Bag (72196-0218-1)","72196-0218-1","2019-2","A1714",NA
"2046","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 122 meq/1000 mL; 840 mg/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-0209-1)","72196-0209-1","2019-2","A1715",NA
"2047","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","110 meq/1018 mL; 32.074 meq/1018 mL; 40 meq/1018 mL; 420 mg/1018 mL; 3.808 meq/1018 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1018 Ml in 1 Bag (72196-0216-1)","72196-0216-1","2019-2","A1715",NA
"2048","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 62 meq/1000 mL; 3.864 g/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1052.8 Ml in 1 Bag (72196-0203-1)","72196-0203-1","2019-2","A1715",NA
"2049","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 106 meq/1000 mL; 3.864 g/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0204-1)","71285-0204-1","2019-2","A1715",NA
"2050","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 122 meq/1000 mL; 840 mg/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0209-1)","71285-0209-1","2019-2","A1715",NA
"2051","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","110 meq/1018 mL; 32.074 meq/1018 mL; 40 meq/1018 mL; 420 mg/1018 mL; 3.808 meq/1018 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1018 Ml in 1 Bag (71285-0216-1)","71285-0216-1","2019-2","A1715",NA
"2052","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 70 meq/1000 mL; 840 mg/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0210-1)","71285-0210-1","2019-2","A1715",NA
"2053","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 62 meq/1000 mL; 3.864 g/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1052.8 Ml in 1 Bag (71285-0203-1)","71285-0203-1","2019-2","A1715",NA
"2054","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 70 meq/1000 mL; 840 mg/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-0210-1)","72196-0210-1","2019-2","A1715",NA
"2055","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 106 meq/1000 mL; 3.864 g/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-0204-1)","72196-0204-1","2019-2","A1715",NA
"2056","Sodium Chloride; Sodium Gluconate; Magnesium Chloride; Sodium Acetate; Potassium Chloride; Mannitol; Magnesium Sulfate Heptahydrate; Tromethamine; Dextrose Monohydrate","4.1028 g/1000 mL; 3.9156 g/1000 mL; .234 g/1000 mL; 2.8704 g/1000 mL; 3.2686 g/1000 mL; 7 g/1000 mL; 40.6 meq/1000 mL; 4.536 g/1000 mL; 12.53 g/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0112-1)","71285-0112-1","2019-2","A1716",NA
"2057","Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride; Dextrose Monohydrate; Lidocaine Hydrochloride; Sodium Bicarbonate; Calcium Chloride","2.63 g/572.64 mL; 2.51 g/572.64 mL; 1.84 g/572.64 mL; 2.0475 g/572.64 mL; .15 g/572.64 mL; 10.57 g/572.64 mL; 250 mg/572.64 mL; 1.26 g/572.64 mL; 6.8 meq/572.64 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","572.64 Ml in 1 Bag (71285-0217-1)","71285-0217-1","2019-2","A1717",NA
"2058","Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride; Dextrose Monohydrate; Lidocaine Hydrochloride; Sodium Bicarbonate; Calcium Chloride","2.63 g/572.64 mL; 2.51 g/572.64 mL; 1.84 g/572.64 mL; 2.0475 g/572.64 mL; .15 g/572.64 mL; 10.57 g/572.64 mL; 250 mg/572.64 mL; 1.26 g/572.64 mL; 6.8 meq/572.64 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","572.64 Ml in 1 Bag (72196-0217-1)","72196-0217-1","2019-2","A1717",NA
"2059","Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride; Lidocaine Hydrochloride; Sodium Bicarbonate","2.63 g/542 mL; 2.51 g/542 mL; 1.84 g/542 mL; 2.42 g/542 mL; .15 g/542 mL; 100 mg/542 mL; 1.848 g/542 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","542 Ml in 1 Bag (72196-0212-1)","72196-0212-1","2019-2","A1718",NA
"2060","Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride; Lidocaine Hydrochloride; Sodium Bicarbonate","2.63 g/542 mL; 2.51 g/542 mL; 1.84 g/542 mL; 2.42 g/542 mL; .15 g/542 mL; 100 mg/542 mL; 1.848 g/542 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","542 Ml in 1 Bag (71285-0212-1)","71285-0212-1","2019-2","A1718",NA
"2061","Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","9.6 meq/500 mL; 4.896 g/500 mL; 108 meq/500 mL; 35.15 g/500 mL; 1.5696 g/500 mL; 12.624 g/500 mL; 1.0656 g/500 mL; 22.272 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0102-1)","71285-0102-1","2019-2","A1719",NA
"2062","Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","9.6 meq/500 mL; 4.896 g/500 mL; 108 meq/500 mL; 35.15 g/500 mL; 1.5696 g/500 mL; 12.624 g/500 mL; 1.0656 g/500 mL; 22.272 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0102-1)","72196-0102-1","2019-2","A1719",NA
"2063","Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate","12.4 meq/500 mL; 4.5576 g/500 mL; 36 meq/500 mL; 14.6624 g/500 mL; .70152 g/500 mL; 14.6624 g/500 mL; 1.03332 g/500 mL; 8.3108 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0108-1)","72196-0108-1","2019-2","A1720",NA
"2064","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".555 g/415 mL; 11.6 g/415 mL; .8175 g/415 mL; 6.575 g/415 mL; 9.6 meq/415 mL; 3.6 g/415 mL; 30 meq/415 mL; 24.76 g/415 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","415 Ml in 1 Bag (72196-0106-1)","72196-0106-1","2019-2","A1728",NA
"2065","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".666 g/500 mL; 13.92 g/500 mL; .981 g/500 mL; 7.89 g/500 mL; 13.6 meq/500 mL; 2.16 g/500 mL; 36 meq/500 mL; 19.6 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0101-1)","71285-0101-1","2019-2","A1728",NA
"2066","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".70152 g/500 mL; 14.6624 g/500 mL; 1.03332 g/500 mL; 8.3108 g/500 mL; 12.4 meq/500 mL; 4.5576 g/500 mL; 36 meq/500 mL; 14.6624 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0108-1)","71285-0108-1","2019-2","A1728",NA
"2067","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".555 g/415 mL; 11.6 g/415 mL; .8175 g/415 mL; 6.575 g/415 mL; 9.6 meq/415 mL; 3.6 g/415 mL; 30 meq/415 mL; 24.76 g/415 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","415 Ml in 1 Bag (71285-0106-1)","71285-0106-1","2019-2","A1728",NA
"2068","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".666 g/500 mL; 13.92 g/500 mL; .981 g/500 mL; 7.89 g/500 mL; 13.6 meq/500 mL; 2.16 g/500 mL; 36 meq/500 mL; 19.6 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0101-1)","72196-0101-1","2019-2","A1728",NA
"2069","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate","2.5086 g/500 mL; 52.432 g/500 mL; 15 meq/500 mL; 4.9 g/500 mL; 2.016 g/500 mL; 5.35 g/500 mL; 18.2 g/500 mL; 3.6951 g/500 mL; 29.719 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0009-1)","72196-0009-1","2019-2","A1729",NA
"2070","Sodium Phosphate, Monobasic, Monohydrate; Sodium Phosphate, Dibasic, Anhydrous","34.5 g/500 mL; 35.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-8077-1)","71285-8077-1","2019-2","A1730",NA
"2071","Sodium Phosphate, Monobasic, Monohydrate; Sodium Phosphate, Dibasic, Anhydrous","34.5 g/500 mL; 35.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-8077-1)","72196-8077-1","2019-2","A1730",NA
"2072","Succinylcholine Chloride","20 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","5 Ml in 1 Syringe (71286-6011-1)","71286-6011-1","2019-2","A1736",NA
"2073","Succinylcholine Chloride","20 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","10 Ml in 1 Syringe (71286-6011-2)","71286-6011-2","2019-2","A1736",NA
"2074","Succinylcholine Chloride","20 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","5 Ml in 1 Syringe (72196-6011-1)","72196-6011-1","2019-2","A1736",NA
"2075","Succinylcholine Chloride","20 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","10 Ml in 1 Syringe (72196-6011-2)","72196-6011-2","2019-2","A1736",NA
"2076","Trisodium Citrate Dihydrate; Sodium Chloride","20 g/4000 mL; 20.754 g/4000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","4000 Ml in 1 Bag (71285-0300-1)","71285-0300-1","2019-2","A1806",NA
"2077","Trisodium Citrate Dihydrate; Sodium Chloride","20 g/4000 mL; 20.754 g/4000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","4000 Ml in 1 Bag (72196-0300-1)","72196-0300-1","2019-2","A1806",NA
"2078","Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Citric Acid Monohydrate","13.15 g/810 mL; 1.11 g/810 mL; 23.2 g/810 mL; 18.8 meq/810 mL; 7.2 g/810 mL; 20 meq/810 mL; 49.45 g/810 mL; 1.635 g/810 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","810 Ml in 1 Bag (72196-0103-1)","72196-0103-1","2019-2","A1809",NA
"2079","Tromethamine",".036 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","50 Ml in 1 Syringe (71285-8086-2)","71285-8086-2","2019-2","A1810",NA
"2080","Tromethamine","72 g/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-8030-1)","71285-8030-1","2019-2","A1810",NA
"2081","Tromethamine","72 g/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-8030-1)","72196-8030-1","2019-2","A1810",NA
"2082","Tromethamine",".036 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","50 Ml in 1 Syringe (72196-8086-2)","72196-8086-2","2019-2","A1810",NA
"2083","Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine",".0275 g/250 mL; .15 g/250 mL; .2625 g/250 mL; .015 g/250 mL; .3 g/250 mL; .75 g/250 mL; .01563 g/250 mL; 25 g/250 mL; .875 g/250 mL; .2125 g/250 mL; .425 g/250 mL; .2 g/250 mL; .5125 g/250 mL; .3375 g/250 mL; .225 g/250 mL; .3 g/250 mL; .125 g/250 mL; .4875 g/250 mL; 125 U/250 mL; 3.75 meq/250 mL; .3125 g/250 mL; .75 g/250 mL; .2375 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-0418-1)","72196-0418-1","2019-2","A1826",NA
"2084","Valine; Calcium Gluconate Monohydrate; Heparin Sodium; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan",".585 g/250 mL; 2.33 meq/250 mL; 125 U/250 mL; .375 g/250 mL; .9 g/250 mL; .285 g/250 mL; .033 g/250 mL; .18 g/250 mL; .315 g/250 mL; .018 g/250 mL; .36 g/250 mL; .9 g/250 mL; .01875 g/250 mL; 12.5 g/250 mL; 1.05 g/250 mL; .255 g/250 mL; .51 g/250 mL; .24 g/250 mL; .615 g/250 mL; .405 g/250 mL; .27 g/250 mL; .36 g/250 mL; .15 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-0427-1)","72196-0427-1","2019-2","A1830",NA
"2085","Valine; Calcium Gluconate Monohydrate; Heparin Sodium; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan",".585 g/250 mL; 2.33 meq/250 mL; 125 U/250 mL; .375 g/250 mL; .9 g/250 mL; .285 g/250 mL; .033 g/250 mL; .18 g/250 mL; .315 g/250 mL; .018 g/250 mL; .36 g/250 mL; .9 g/250 mL; .01875 g/250 mL; 12.5 g/250 mL; 1.05 g/250 mL; .255 g/250 mL; .51 g/250 mL; .24 g/250 mL; .615 g/250 mL; .405 g/250 mL; .27 g/250 mL; .36 g/250 mL; .15 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-0427-1)","71285-0427-1","2019-2","A1830",NA
"2086","Vancomycin Hydrochloride","1.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-6276-1)","71285-6276-1","2019-2","A1833",NA
"2087","Vancomycin Hydrochloride","2 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-6078-1)","71285-6078-1","2019-2","A1833",NA
"2088","Vancomycin Hydrochloride","1.5 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6075-1)","71285-6075-1","2019-2","A1833",NA
"2089","Vancomycin Hydrochloride","1.5 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6076-1)","71285-6076-1","2019-2","A1833",NA
"2090","Vancomycin Hydrochloride","1 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6064-1)","71285-6064-1","2019-2","A1833",NA
"2091","Vancomycin Hydrochloride","1 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6063-1)","71285-6063-1","2019-2","A1833",NA
"2092","Vancomycin Hydrochloride","1.25 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6074-1)","71285-6074-1","2019-2","A1833",NA
"2093","Vancomycin Hydrochloride","750 mg/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6071-1)","71285-6071-1","2019-2","A1833",NA
"2094","Vancomycin Hydrochloride","1.25 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6073-1)","71285-6073-1","2019-2","A1833",NA
"2095","Vancomycin Hydrochloride","1.75 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-7060-1)","71285-7060-1","2019-2","A1833",NA
"2096","Vancomycin Hydrochloride","750 mg/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6070-1)","71285-6070-1","2019-2","A1833",NA
"2097","Vancomycin Hydrochloride","2 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-6078-1)","72196-6078-1","2019-2","A1833",NA
"2098","Vancomycin Hydrochloride","1 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6064-1)","72196-6064-1","2019-2","A1833",NA
"2099","Vancomycin Hydrochloride","750 mg/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6070-1)","72196-6070-1","2019-2","A1833",NA
"2100","Vancomycin Hydrochloride","1 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6063-1)","72196-6063-1","2019-2","A1833",NA
"2101","Vancomycin Hydrochloride","1.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-6276-1)","72196-6276-1","2019-2","A1833",NA
"2102","Vancomycin Hydrochloride","1.5 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6075-1)","72196-6075-1","2019-2","A1833",NA
"2103","Vancomycin Hydrochloride","1.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-6176-1)","71285-6176-1","2019-2","A1833",NA
"2104","Vancomycin Hydrochloride","1.5 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6076-1)","72196-6076-1","2019-2","A1833",NA
"2105","Vancomycin Hydrochloride","1.25 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6074-1)","72196-6074-1","2019-2","A1833",NA
"2106","Vancomycin Hydrochloride","1.25 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6073-1)","72196-6073-1","2019-2","A1833",NA
