Active,Dosage,Facility,UID,Year,Period,Segmentation,BrandName,City,State,lon,lat,InitialRegistration,FacilitySqFt,Employees,Services,EstSales,EstFacilitySize,503A,ProductCount,Competing
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Bupivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Fentanyl Citrate; Ropivacaine Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Furosemide,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, Other",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Heparin Sodium,injection,"PharMEDium Services, LLC SugarLand",961740664,2019,1,"Surgical, InfusionTherapy",NA,Sugar Land,TX,-95.6225521,29.5984434,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",64,1
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
Hydromorphone Hydrochloride,injection,"Pharmedium Services, LLC Cleveland",961740623,2019,1,"Surgical, PlasticSurgery",NA,Cleveland,MS,-81.6943605,41.49932,2013-12-11T00:00:00Z,"NA",12,Compounding,632447,Small,"NA",63,3
